,Unnamed: 0.1,Unnamed: 0,캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소_x,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자_x,인허가일자,부지면적(제곱미터),사이트,관리기관명,관리기관전화,데이터기준일자_y,야영장전화번호,규모,부대_편의시설,홈페이지,데이터기준일자,전화번호_x,주소_y,연락처,전화번호_y,process1,process2
34,2134,2134,명사십리 대평야영장,일반야영장,36.815381,127.786704,전라남도 완도군 신지면 대곡리 산 292-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-25,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2134, ""캠핑(야영)장명"": ""명사십리 대평야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.815381"", ""경도"": ""127.786704"", ""주소_x"": ""전라남도 완도군 신지면 대곡리 산 292-14"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2017-07-25""}","상주 감꽃마을 서울캠핑장은 경북 상주시 낙동면 선상서로 1587에 위치한 자동차 야영장입니다. 2019년 4월 9일에 인허가를 받았으며, 총 20개의 자동차 야영장이 있습니다.상주 감꽃마을 서울캠핑장은 경북 상주시 낙동면에 자리했다. 상주시청을 기점으로 23Km가량 떨어져 있다. 자동차를 타고 상산로와 신상서로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 25분 안팎이다. 캠핑장은 구 용포분교를 리모델링해 재탄생시켰다. 이 덕택에 남녀노소 누구나 감성적인 캠핑을 만끽할 수 있다. 캠핑장에는 데크 20면을 마련했다. 텐트, 화로대, 피크닉 테이블을 제공하므로 캠퍼는 이외의 장비만 챙기면 된다. 단, 타프 설치는 가능하지만 타프 스크린은 설치할 수 없다. 1사이트 당 4인이 이용할 수 있으며, 세 자녀 이상 이용료 감면 대상자에 한해 5인까지 입장 가능하다. 연박은 최대 2박까지만 허용한다. 매주 화요일과 수요일은 휴장하지만, 성수기, 공휴일이 끼었을 경우, 단체 예약 시 개장한다. 옛 교실로 쓰던 공간에는 관리소를 비롯해 탁구장, 당구장, 바둑 시설, 북 카페 등의 부대시설이 있다. 향후 2층 공간에 세미나실과 박물관을 설치할 예정이다."
35,2135,2135,명사십리제1야영장 (은모래야영장),일반야영장,34.3278024,126.808968,전남 완도군 신지면 명사십리길 85-107,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-27,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2135, ""캠핑(야영)장명"": ""명사십리제1야영장 (은모래야영장)"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""34.3278024"", ""경도"": ""126.808968"", ""주소_x"": ""전남 완도군 신지면 명사십리길 85-107"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2017-07-27""}","(주)하늘마음바이오 홍천지점 알파카스테이는 강원 홍천군 화촌면 가락재로 206에 위치한 일반야영장, 에어컨 캠핑장입니다. 이 캠핑장은 2019년 4월 10일에 인허가를 받았으며, 화장실 2개, 샤워실 1개, 소화기 12개, 전기 등의 기타 부대시설이 있습니다."
36,2136,2136,명사십리 신리야영장,일반야영장,34.3352031,126.8226383,전남 완도군 신지면 신지로 511,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-27,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2136, ""캠핑(야영)장명"": ""명사십리 신리야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""34.3352031"", ""경도"": ""126.8226383"", ""주소_x"": ""전남 완도군 신지면 신지로 511"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2017-07-27""}","달콤이네 캠핑장은 강원 원주시 문막읍 취병로 106에 위치한 일반 야영장입니다. 2019년 4월 11일에 인허가를 받았으며, 야외 활동을 즐길 수 있는 좋은 곳입니다. 달콤이네 캠핑장은 야외 활동을 즐길 수 있는 좋은 곳으로, 산책, 캠핑, 낚시 등 다양한 야외 활동을 즐길 수 있습니다. 또한, 주변에는 야생동물과 식물이 풍경을 이루고 있어 야외 활동을 즐길 수 있는 좋은 곳입니다. 달콤이네 캠핑장은 여름과 겨울 모두 즐길 수 있는 좋은 곳입니다.달콤이네캠핑장은 문막에 위치하고 있다. 영동고속도로 문막나들목에서 10분이면 닿은 거리다. 문막나들목에서 나오면서 바로 만나는 사거리에서 좌회전해 문막읍내를 거쳐 여주 방향으로 가면 곧바로 문막교를 건너게 된다. 다리를 건너서 바로 우회전하면 취병리 마을길이다. 마을이 끝나는 지점에 흰돌감리교회 간판이 보이고 그 앞쪽에 달콤이네 캠핑장이 있다. 폐교가 된 옛날 초등학교를 캠핑장으로 리모델링했다. 교실을 체험실과 관리실로 꾸미고 관사를 화장실과 샤워실로 고쳤다. 학교 운동장을 사이트로 개조한 관계로 아직은 그늘이 적은게 흠. 그러나 운동장 사이드쪽에는 큰 플라타너스 나무 그늘이 있는 사이트도 있다. 관리실 앞으로 간이 수영장과 트램펄린도 갖춰져 있다."
37,2137,2137,유니의바다 카라반캠핑장,일반야영장,36.0285635,129.5812811,경북 포항시 남구 구룡포읍 일출로332번길 95-10,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-16,,,,,,,,,,,,포항시 남구 구룡포읍 일출로332번길 95-10,054-200-0000,,"{""Unnamed: 0"": 2137, ""캠핑(야영)장명"": ""유니의바다 카라반캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.0285635"", ""경도"": ""129.5812811"", ""주소_x"": ""경북 포항시 남구 구룡포읍 일출로332번길 95-10"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-10-16"", ""주소_y"": ""포항시 남구 구룡포읍 일출로332번길 95-10"", ""연락처"": ""054-200-0000""}",노을캠핑장은 인천 강화군 양도면 해안서로 695에 위치한 일반야영장입니다. 2019년 4월 15일에 인허가를 받았습니다.
38,2138,2138,숲속의드림캠프야영장,일반야영장,36.1357815,129.3825711,경북 포항시 북구 흥해읍 암각화길 31-87,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-16,,,,,,,,,,,,포항시 북구 흥해읍 암각화길 31-87,054-261-6330,,"{""Unnamed: 0"": 2138, ""캠핑(야영)장명"": ""숲속의드림캠프야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.1357815"", ""경도"": ""129.3825711"", ""주소_x"": ""경북 포항시 북구 흥해읍 암각화길 31-87"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-16"", ""주소_y"": ""포항시 북구 흥해읍 암각화길 31-87"", ""연락처"": ""054-261-6330""}","어망골 캠핑장은 충남 보령시 천북면에 위치한 일반야영장입니다. 2019년 4월 18일에 인허가를 받았으며, 사호장은로 638에 위치하고 있습니다. 위도는 36.505794, 경도는 126.490541입니다.어망골캠핑장은 충남 보령시 천북면에 자리 잡았다. 보령시청을 기점으로 31Km가량 떨어졌다. 자동차를 타고 충서로, 충정수영로, 홍보로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 45분 안팎이다. 캠핑장은 남당항과 천북굴단지 지척에 위치했다. 이 덕분에 싱싱한 해산물을 맛보기 안성맞춤이다. 즐비한 음식점에서 미각에 즐거움을 선사해도, 포장한 음식으로 캠핑을 만끽해도 좋겠다. 캠핑장의 첫인상은 깔끔하다. 초입부터 구석구석 어디를 둘러봐도 너저분한 느낌이 없다. 남녀를 구분해 마련한 화장실과 샤워실 2개소, 개수대는 1개소 역시 예외는 아니다. 캠핑장에는 자동차 야영장 15면과 카라반 3대를 마련했다. 어린이들이 열광하는 트렘폴린과 물놀이장도 있다. 관리소에서는 텐트, 릴선, 화로대, 난방기구, 식기, 침낭 등 거의 모든 캠핑 용품을 대여해준다."
39,2139,2139,토함산 락 글램핑,일반야영장,35.8009614,129.3151923,경북 경주시 보불로 190-17 (하동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-09,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2139, ""캠핑(야영)장명"": ""토함산 락 글램핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8009614"", ""경도"": ""129.3151923"", ""주소_x"": ""경북 경주시 보불로 190-17 (하동)"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-09""}","라곰 캠핑힐은 경남 하동군 청암면 사동길 2에 위치한 일반야영장과 자동차야영장을 갖춘 캠핑장입니다. 이 캠핑장에는 일반야영장 5개, 자동차야영장 7개, 화장실 5개, 샤워실 8개, 개수대 5개, 소화기 7개, 화재감지기 4개 등의 부대시설이 있습니다. 또한 전기, 무선인터넷, 장작판매, 온수, 트렘폴린, 물놀이장, 산책로, 마트.편의점 등의 기타 부대시설도 있습니다. 이 캠핑장은 2019년 4월 18일에 인허가를 받았습니다."
40,2140,2140,사나래카라반캠핑,일반야영장,35.7044909,129.0770552,경북 경주시 산내면 대현길 349,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-02,,,,,,,,,,,,포항시 남구 장기면 동해안로 2932,054-200-0000,,"{""Unnamed: 0"": 2140, ""캠핑(야영)장명"": ""사나래카라반캠핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7044909"", ""경도"": ""129.0770552"", ""주소_x"": ""경북 경주시 산내면 대현길 349"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-02"", ""주소_y"": ""포항시 남구 장기면 동해안로 2932"", ""연락처"": ""054-200-0000""}","광릉해오름캠핑장&글램핑은 경기 포천시 소흘읍 광릉수목원로874번길 9에 위치한 일반야영장과 글램핑 장소로, 2019년 4월 23일에 인허가를 받았습니다. 일반야영장은 1개, 글램핑은 8개가 있습니다."
41,2141,2141,포유 야영장,일반야영장,35.8701468,129.2746871,경북 경주시 천북면 목실길 27-67,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-06,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2141, ""캠핑(야영)장명"": ""포유 야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8701468"", ""경도"": ""129.2746871"", ""주소_x"": ""경북 경주시 천북면 목실길 27-67"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-09-06""}","해오름 글램핑은 경기 포천시 소흘읍 광릉수목원로874번길 5에 위치한 일반야영장과 글램핑 캠핑장입니다. 이 캠핑장은 2019년 4월 23일에 인허가를 받았고, 일반야영장 4개와 글램핑 1개로 구성되어 있습니다.해오름글램핑은 의정부에서 국립광릉수목원 가는 길 중간에 위치하고 있다. 도로 왼쪽 언덕에 우뚝 쏫아있어 금방 찾을 수 있다. 이곳은 글램핑과 카라반 자동차야영장을 다 갖춘 종합 야영장이다. 또한, 야외에서 즐기는 프라이빗한 바비큐파티와 넓고 깨끗한 공용 시설, 아이들을 위한 놀이시설까지 갖추고 있다."
42,2142,2142,용천수캠핑장,일반야영장,35.7858728,129.3078399,경북 경주시 마동큰마을5길 13-14 (마동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-13,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2142, ""캠핑(야영)장명"": ""용천수캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7858728"", ""경도"": ""129.3078399"", ""주소_x"": ""경북 경주시 마동큰마을5길 13-14 (마동)"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-07-13""}","오페라캠핑장은 강원도 홍천군 내촌면에 위치한 일반야영장입니다. 2019년 2월 8일에 인허가를 받았으며, 위도 37.8022444, 경도 128.0042054의 위치를 가지고 있습니다. 아홉사리로 104-15에 위치하고 있습니다.오페라 캠핑장은 홍천 청벽산 아래 물골안 유원지 내에 위치한 럭셔리 글램핑과 오토캠핑장이 함께 있는 야영장이다. 4,500평 규모에 캠핑장 아래로 내촌천이 흐르고 건너편으로 청벽산이 올려다 보이는 멋진 경관을 자랑한다. 특히 캠핑장 바로 아래의 내촌천에는 동강의 뼝대에 버금가는 절벽이 서 있고 그 아래로 맑은 물이 흘러 멋진 경관아래서 물놀이를 즐길 수 있다.  글램핑은 럭셔리한 오페라 모양 8동 과 감성 모양 2동 으로 내부는 개별 욕실겸 화장실을 비롯, 친환경 온수바닥, 에어컨, 히터 ,와이파이, TV등을 완비하고 있다.  오토캠핑장은 글램핑보다 한 계단 아래 강변에 붙어 있는데, 개별 데크와 바비큐그릴이 갖춰져 있다."
43,2143,2143,스카이레저,일반야영장,35.8119869,129.3076316,경북 경주시 보불로 328-7 (하동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-31,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2143, ""캠핑(야영)장명"": ""스카이레저"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8119869"", ""경도"": ""129.3076316"", ""주소_x"": ""경북 경주시 보불로 328-7 (하동)"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-05-31""}",다옴캠핑장은 경북 경주시 강동면 오금큰길 332-3에 위치한 일반야영장입니다. 2019년 3월 19일에 인허가를 받았습니다. 주변에는 산과 바다가 있어 야외활동을 즐길 수 있는 좋은 곳입니다. 또한 주변에는 수많은 레스토랑과 카페가 있어 식사를 즐길 수 있습니다.
44,2144,2144,경주생태원캠핑장,일반야영장,35.8691237,129.281675,경북 경주시 천북면 물천안길 31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-18,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2144, ""캠핑(야영)장명"": ""경주생태원캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.8691237"", ""경도"": ""129.281675"", ""주소_x"": ""경북 경주시 천북면 물천안길 31"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-05-18""}","stay714은 가평군 설악면에 위치한 일반야영장입니다. 위도는 37.6335723, 경도는 127.4751344이며, 2018년 4월 26일에 인허가를 받았습니다."
45,2145,2145,경주 더숲 관광농원,일반야영장,35.7089863,129.2566006,경북 경주시 내남면 내외로 731-107,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-05,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2145, ""캠핑(야영)장명"": ""경주 더숲 관광농원"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7089863"", ""경도"": ""129.2566006"", ""주소_x"": ""경북 경주시 내남면 내외로 731-107"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-12-05""}","깊이울관광농원(깊이울 캠핑장)은 경기 포천시 신북면 깊이울로 139-8에 위치한 일반야영장과 자동차야영장을 갖춘 캠핑장입니다. 이 캠핑장에는 총 8개의 일반야영장과 14개의 자동차야영장, 3개의 화장실, 1개의 샤워실, 7개의 개수대, 15개의 소화기, 전기, 장작판매, 온수, 마트, 편의점 등의 기타 부대시설이 있습니다. 2018년 9월 4일에 인허가를 받았습니다."
46,2146,2146,두바퀴로 가는 자동차 관광농원,일반야영장,35.7541547,129.0008249,경북 경주시 산내면 외칠일부길 278-182,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-26,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2146, ""캠핑(야영)장명"": ""두바퀴로 가는 자동차 관광농원"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7541547"", ""경도"": ""129.0008249"", ""주소_x"": ""경북 경주시 산내면 외칠일부길 278-182"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-12-26""}","홍천 쁘띠힐링카라반은 강원 홍천군 북방면 노일로310번길 4에 위치한 자동차 야영장과 카라반으로 구성된 캠핑장입니다. 2019년 5월 15일에 인허가를 받았으며, 위도 37.6865314, 경도 127.7318824에 위치하고 있습니다.쁘띠힐링카라반 캠핑장은 홍천강에서도 아름답기로 유명한 노일유원지 언덕에 자리잡고 있다. 서울에서 50분거리, 팔봉산유원지에서 15분여 거리다.  앞으로는 홍천강이 내려다 보이고 옆으로는 청정계곡에 접해 있는 장소로 강에서의 낚시체험, 다슬기 체험 등을 할 수 있다. 또한 캠핑장 내에 큰 규모의 수영장이 있고, 카라반마다 개별 데크와 바비큐 그릴이 갖춰져 있다."
47,2147,2147,송림오토캠핑장,일반야영장,35.7869284,129.4906359,경북 경주시 감포읍 동해안로 2012,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-06-29,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2147, ""캠핑(야영)장명"": ""송림오토캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7869284"", ""경도"": ""129.4906359"", ""주소_x"": ""경북 경주시 감포읍 동해안로 2012"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2016-06-29""}","마로니에숲 캠핑장은 충북 옥천군 이원면 장찬길 159-73에 위치한 일반야영장입니다. 2019년 5월 2일에 인허가를 받았습니다.마로니에숲 캠핑장은 충북 옥천군 이원면에 자리했다. 옥천군청을 기점으로 9Km가량 떨어져 있다. 자동차를 타고 동부로, 삼청2길, 청풍로를 차례로 달리면 닿는다. 도착까지 걸리는 시간은 10분 안팎이다. 캠핑장은 장찬 저수지 코앞의 대규모 숲에 터를 잡았다. 이 덕분에 수려한 경관을 눈에 담으려 캠핑을 만끽할 수 있다. 캠핑장을 아름답게 꾸민 조경 수목과 갖가지 꽃은 시각적인 즐거움을 선사한다. 항상 새로운 서비스를 제공하고자 각종 수확, 다슬기 채취, 디퓨저 만들기 등 다양한 체험거리를 마련한다. 캠핑장에는 잔디로 이뤄진 대규모 공간이 있어 연회, 파티, 동호회 행사 등이 가능하다. 40면으로 이뤄진 캠핑 사이트는 프라이빗한 캠핑을 염두에 두고 조성했다. 개인 트레일러 동반 입장은 가능하지만, 카라반은 불가능하다. 반려동물은 소형견에 한해 출입할 수 있다. 토요일 아침 8시부터 일요일 오후 3시까지 머물 수 있는 상품이 있으며, 이 경우 일반 요금보다 1만 원만 더 지불하면 된다."
48,2148,2148,소백산 꽃가람야영장,일반야영장,36.9195221,128.5091564,경북 영주시 풍기읍 삼가로 407-7,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-10,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2148, ""캠핑(야영)장명"": ""소백산 꽃가람야영장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.9195221"", ""경도"": ""128.5091564"", ""주소_x"": ""경북 영주시 풍기읍 삼가로 407-7"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-10-10""}","돌개 마실 캠핑장은 전북 부안군 진서면 구룡댐길 65에 위치한 자동차 야영장입니다. 2019년 5월 3일에 인허가를 받았습니다.돌개마실캠핑장은 변산반도 국립공원에서 채석강과 더불어 가장 많이 찾는 명소 내소사 앞에 있다. 내소사 공영주차장에서 바로 건너다 보인다. 찾아갈때는 내소사 주차장 지나서 다리를 건너도 되고, 아래쪽에서 석포저수지쪽으로 들어가도 된다. 이 캠핑장은 용동마을에서 관리하는 시설로 팬션동 5 객실과 18사이트 규모의 캠핑장으로 구성되어 있다. 특히 캠핑장 옆 펜션 앞에 대형 야외수영장이 있어 인기가 높다. 캠핑장에는 모닥불체험장과 남여화장실및 샤워시설과 개수대가 설치되어 있고, 물놀이장 옆에 매점과 캠핑객 대피소가 위치하고 있으며. 잔디축구장과 족구장이 갖춰져 있다."
49,2149,2149,글램코티지,일반야영장,35.9941656,128.9631484,경북 영천시 임고면 포은로 175-32,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-11-13,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2149, ""캠핑(야영)장명"": ""글램코티지"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.9941656"", ""경도"": ""128.9631484"", ""주소_x"": ""경북 영천시 임고면 포은로 175-32"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2017-11-13""}","월드니스 오토캠핑장은 강원 영월군 무릉도원면 도원운학로 475-10에 위치한 일반야영장입니다. 2019년 5월 7일에 인허가를 받았으며, 총 32개의 일반야영장이 있습니다. 이 캠핑장은 야외 활동을 즐길 수 있는 완벽한 장소로, 자연과 생태를 즐길 수 있는 야영과 캠핑을 즐길 수 있는 완벽한 장소입니다.월드니스오토캠핑장은 강원도 영월에서도 경치좋기로 유명한 무릉도원면 주천강변에 위치하고 있다. 강변 숲속에 위치한 자연친화적인 오토캠핑장으로, 도시의 일상에서 벗어나 자연과 함께 휴식을 즐기기에 좋은 캠핑장이다.  도로에서 강쪽으로 조금 내려가 있는 캠핑장은 주차장과 야영장이 조금 떨어져 있는 게 단점이자 장점. 제법 큰 수영장과 매점이 있고, 관리가 잘되고 있다는게 한눈에 보이는 캠핑장이다."
50,2150,2150,주노글램핑,일반야영장,36.1370785,128.9987,경북 영천시 자양면 별빛로 712-3,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-17,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2150, ""캠핑(야영)장명"": ""주노글램핑"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.1370785"", ""경도"": ""128.9987"", ""주소_x"": ""경북 영천시 자양면 별빛로 712-3"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-08-17""}","갈릴리 야영장은 경기 평택시 안중읍 안중북로 119에 위치한 일반 야영장입니다. 2019년 5월 8일에 인허가를 받았습니다. 이 야영장은 야외 활동을 즐길 수 있는 좋은 장소로 야영, 캠핑, 낚시 등의 활동을 즐길 수 있습니다.갈릴리야영장은 경기도 평택 안중에 있다. 안중홈플러스와 레포츠 공원에서 가깝다. 갈비로 유명한 푸짐 참숯갈비식당을 운영하다가 주변을 캠핑장으로 조성했다. 때문에 식당 주변의 구역과 입구 관리사무소 쪽 구역으로 자연스레 나뉜다. 식당주변 구역은 옛 모습 그대로의 자연스런 모습을 하고 있지만 관리사무수 쪽 구역은 새로 조성한 티가 난다. 멋진 뷰나 화려한 모습은 없지만 조용하면서도 간섭받지 않는 야영을 즐기기엔 아주 좋은 곳이다."
51,2151,2151,하비리조트,일반야영장,35.7121809,128.5881683,경북 청도군 각북면 지슬길 34-17,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-04,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2151, ""캠핑(야영)장명"": ""하비리조트"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7121809"", ""경도"": ""128.5881683"", ""주소_x"": ""경북 청도군 각북면 지슬길 34-17"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-07-04""}","백미리 희망캠핑장은 경기도 화성시 서신면 백미길 210-24에 위치한 일반야영장입니다. 2019년 5월 8일에 인허가를 받았으며, 총 44개의 야영장이 있습니다. 이 캠핑장은 야외활동을 즐길 수 있는 좋은 곳입니다.백미리 마을은 화성시 서신면에 있는 어촌마을로 우리나라 어촌체험마을중가장 유명한 곳이다. 백가지의 맛이 있다고 해서 붙여진 이름이 백미리인데 그만큼 다양한 해산물이 잡히는 곳이다. 희망캠핑장은 바로 이곳 백미리어촌체험마을에 있다. 그러나 캠핑장은 갯벌 체험이 주로 이루어지는 감투섬과 방파제 쪽이 아니라 백여미터 위쪽 양식장 앞에 위치하고 있다. 캠핑장을 위해 나무를 심었지만 아직 충분히 자라지 않아 그늘이 적고 방파제가 바로 옆에 있어 바다를 바로 즐길 수 없다는 게 아직은 아쉬운 점이다."
52,2152,2152,신난다 글램핑 (구 청도 각북글램핑장),일반야영장,36.815381,127.786704,경상북도 청도군 각북면 금천리 482,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-07-13,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2152, ""캠핑(야영)장명"": ""신난다 글램핑 (구 청도 각북글램핑장)"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""36.815381"", ""경도"": ""127.786704"", ""주소_x"": ""경상북도 청도군 각북면 금천리 482"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2016-07-13""}","외룡송어회 캠핑장은 강원 영월군 김삿갓면 직실길 7에 위치한 일반 야영장입니다. 2019년 5월 9일에 인허가를 받았습니다.김갓갓계곡 입구에서 직진해 봉화방면으로 조금만 가면 김삿갓휴게소가 나오고 곧이어 옥동천과 외룡마을을 만난다. 외룡교를 건너 외룡마을 쪽으로 좌회전해 들어가면 마을회관 앞으로 외룡송어회 식당이 있다. 캠핑장은 이곳 송어회 식당 안쪽에 자리잡고 있다. 송어양식장 앞쪽 옥동천옆으로 사이트가 조성되어 있는데 규모는 작은 편. 그러나 옥동천으로 바로 내려가 물놀이를 할 수 있고, 송어수조 옆으로 수영장도 별도로 마련되어 있다."
53,2153,2153,삼계리주말농원캠핑장,일반야영장,35.676399,129.0067097,경북 청도군 운문면 신원3길 74,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-13,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2153, ""캠핑(야영)장명"": ""삼계리주말농원캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.676399"", ""경도"": ""129.0067097"", ""주소_x"": ""경북 청도군 운문면 신원3길 74"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-11-13""}",블루아라 캠핑장은 전북 고창군 상하면 진암구시포로 539-14에 위치한 일반야영장입니다. 2019년 5월 9일에 인허가를 받았습니다. 이 캠핑장은 아름다운 자연 풍경과 편안한 휴식 공간을 제공합니다.
54,2154,2154,상비 캠핑장,일반야영장,35.7991026,128.1745107,경북 고령군 덕곡면 덕운로 1260,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-23,,,,,,,,,,,,,,,"{""Unnamed: 0"": 2154, ""캠핑(야영)장명"": ""상비 캠핑장"", ""캠핑(야영)장구분"": ""일반야영장"", ""위도"": ""35.7991026"", ""경도"": ""128.1745107"", ""주소_x"": ""경북 고령군 덕곡면 덕운로 1260"", ""데이터기준일자_x"": ""2019-07-12"", ""인허가일자"": ""2018-08-23""}","시공간 캠핑장은 전남 여수시 남면에 위치한 일반야영장으로 2019년 5월 13일에 인허가를 받았습니다. 위도는 34.5479582, 경도는 127.7265031입니다.시공간은 비렁길로 유명한 금오도 서쪽 해변에 위치하고 있다. 바로 옆에 송고선착장이 있고, 바다 건너로 개도와 외서도가 바라다 보이는 전망좋은 곳이다. 폐교된 작은 학교를 개조해 만든 시설로 펜션과 야영장을 함께 운영하고 있다.교실은 펜션으로 운동장 가장자리 바다가 보이는 곳에는 캠핑데크가 놓여있다. 끝없는 바다가 펼쳐진듯한 착각을 일으키는 아름다운 풍경. 붉게 물드는 노을을 바라보며 즐기는 바비큐파티. 시공간은 어디서도 느낄 수 없는 낭만의 시간을 선사한다."
